jmeno|prezdivka|pohlavi|vyska|vaha|narozeni|umrti|klub|stat|sport|hry1|udalost1|tym1|poradi1|medaile1|detail1|hry2|udalost2|tym2|poradi2|medaile2|detail2|hry3|udalost3|tym3|poradi3|medaile3|detail3|hry4|udalost4|tym4|poradi4|medaile4|detail4|hry5|udalost5|tym5|poradi5|medaile5|detail5|hry6|udalost6|tym6|poradi6|medaile6|detail6|hry7|udalost7|tym7|poradi7|medaile7|detail7|hry8|udalost8|tym8|poradi8|medaile8|detail8|hry9|udalost9|tym9|poradi9|medaile9|detail9|hry10|udalost10|tym10|poradi10|medaile10|detail10|hry11|udalost11|tym11|poradi11|medaile11|detail11|hry12|udalost12|tym12|poradi12|medaile12|detail12|hry13|udalost13|tym13|poradi13|medaile13|detail13|hry14|udalost14|tym14|poradi14|medaile14|detail14|hry15|udalost15|tym15|poradi15|medaile15|detail15|hry16|udalost16|tym16|poradi16|medaile16|detail16|hry17|udalost17|tym17|poradi17|medaile17|detail17|hry18|udalost18|tym18|poradi18|medaile18|detail18|hry19|udalost19|tym19|poradi19|medaile19|detail19|hry20|udalost20|tym20|poradi20|medaile20|detail20|hry21|udalost21|tym21|poradi21|medaile21|detail21|hry22|udalost22|tym22|poradi22|medaile22|detail22|hry23|udalost23|tym23|poradi23|medaile23|detail23|hry24|udalost24|tym24|poradi24
Václav Kubíčka||Male|"5'7"" (169 cm)"|146 lbs (66 kg)|1939-09-28|2005-01-21||Czechoslovakia|Gymnastics|1964 Summer|Men's Individual All-Around|Czechoslovakia|44|||1964 Summer|Men's Team All-Around|Czechoslovakia|6|||1964 Summer|Men's Floor Exercise|Czechoslovakia|21T  QR|||1964 Summer|Men's Horse Vault|Czechoslovakia|36T  QR|||1964 Summer|Men's Parallel Bars|Czechoslovakia|83T  QR|||1964 Summer|Men's Horizontal Bar|Czechoslovakia|37T  QR|||1964 Summer|Men's Rings|Czechoslovakia|23T  QR|||1964 Summer|Men's Pommelled Horse|Czechoslovakia|90 QR|||1968 Summer|Men's Individual All-Around|Czechoslovakia|19|||1968 Summer|Men's Team All-Around|Czechoslovakia|4|||1968 Summer|Men's Floor Exercise|Czechoslovakia|11T  QR|||1968 Summer|Men's Horse Vault|Czechoslovakia|18T  QR|||1968 Summer|Men's Parallel Bars|Czechoslovakia|6|||1968 Summer|Men's Horizontal Bar|Czechoslovakia|41T  QR|||1968 Summer|Men's Rings|Czechoslovakia|28T  QR|||1968 Summer|Men's Pommelled Horse|Czechoslovakia|45T  QR||||||||||||||||||||||||||||||||||||||||||||||||
Jána Kubičková-Posnerová||Female|"5'5"" (164 cm)"|121 lbs (55 kg)|1945-01-09|||Czechoslovakia|Gymnastics|1964 Summer|Women's Individual All-Around|Czechoslovakia|23|||1964 Summer|Women's Team All-Around|Czechoslovakia|2|Silver||1964 Summer|Women's Floor Exercise|Czechoslovakia|29T  QR|||1964 Summer|Women's Horse Vault|Czechoslovakia|16T  QR|||1964 Summer|Women's Uneven Bars|Czechoslovakia|34 QR|||1964 Summer|Women's Balance Beam|Czechoslovakia|15 QR|||1968 Summer|Women's Individual All-Around|Czechoslovakia|15|||1968 Summer|Women's Team All-Around|Czechoslovakia|2|Silver||1968 Summer|Women's Floor Exercise|Czechoslovakia|8T  QR|||1968 Summer|Women's Horse Vault|Czechoslovakia|13T  QR|||1968 Summer|Women's Uneven Bars|Czechoslovakia|28 QR|||1968 Summer|Women's Balance Beam|Czechoslovakia|18T  QR||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Milada Kubíková||Female|||1943-06-06|||Czechoslovakia|Figure Skating|1964 Winter|Mixed Pairs|Czechoslovakia-2|10||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jan Kubista||Male|"6'4"" (193 cm)"|179 lbs (81 kg)|1960-05-27||Sparta Praha, Praha (CZE)|Czechoslovakia|Athletics|1988 Summer|Men's 1,500 metres|Czechoslovakia|12 h3 r1/3||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Oldřich Kubišta||Male|"6'3"" (190 cm)"|194 lbs (88 kg)|1960-07-22|||Czechoslovakia|Fencing|1980 Summer|Men's Épée, Individual|Czechoslovakia|21|||1980 Summer|Men's Épée, Team|Czechoslovakia|6||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Oldřich Kučera||Male|||1914-07-01||LTC Praha, Praha (CZE)|Czechoslovakia|Ice Hockey|1936 Winter|Men's Ice Hockey|Czechoslovakia|4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tomáš Kučera||Male|"6'2"" (187 cm)"|190 lbs (86 kg)|1948-08-08|||Czechoslovakia|Nordic Combined|1968 Winter|Men's Individual|Czechoslovakia|4|||1972 Winter|Men's Individual|Czechoslovakia|6||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Vladimír Kučera||Male|"5'9"" (175 cm)"|139 lbs (63 kg)|1942-09-29|||Czechoslovakia|Boxing|1964 Summer|Men's Light-Welterweight|Czechoslovakia|5T |||1968 Summer|Men's Light-Welterweight|Czechoslovakia|17T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Miloslav Kučeřík||Male|"5'9"" (175 cm)"|137 lbs (62 kg)|1959-06-22|||Czechoslovakia|Gymnastics|1980 Summer|Men's Individual All-Around|Czechoslovakia|38 QR|||1980 Summer|Men's Team All-Around|Czechoslovakia|6|||1980 Summer|Men's Floor Exercise|Czechoslovakia|33T  QR|||1980 Summer|Men's Horse Vault|Czechoslovakia|35T  QR|||1980 Summer|Men's Parallel Bars|Czechoslovakia|39 QR|||1980 Summer|Men's Horizontal Bar|Czechoslovakia|62 QR|||1980 Summer|Men's Rings|Czechoslovakia|34T  QR|||1980 Summer|Men's Pommelled Horse|Czechoslovakia|22T  QR||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ivan Kučírek||Male|"5'9"" (175 cm)"|176 lbs (80 kg)|1946-11-25|||Czechoslovakia|Cycling|1964 Summer|Men's Sprint|Czechoslovakia|2 h4 r5/9|||1968 Summer|Men's Sprint|Czechoslovakia|3 h4 r6/10|||1968 Summer|Men's Tandem Sprint, 2,000 metres|Czechoslovakia|5T |||1972 Summer|Men's Sprint|Czechoslovakia|2 h1 r6/10|||1972 Summer|Men's Tandem Sprint, 2,000 metres|Czechoslovakia|5T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Mikuláš Kucsera||Male|"6'1"" (185 cm)"|159 lbs (72 kg)|1902-06-10|1987-05-28|Slovan Bratislava, Bratislava (SVK)|Czechoslovakia|Athletics|1924 Summer|Men's High Jump|Czechoslovakia|AC||NH||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Bohumil Kudrna||Male|||1920-03-15|1991-02-11||Czechoslovakia|Canoeing|1948 Summer|Men's Canadian Doubles, 1,000 metres|Czechoslovakia|1|Gold||1952 Summer|Men's Canadian Doubles, 1,000 metres|Czechoslovakia|2|Silver|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Vladimír Kudrna||Male|"5'10"" (178 cm)"|229 lbs (104 kg)|1923-12-22|1991-11-02||Czechoslovakia|Shooting|1960 Summer|Men's Free Pistol, 50 metres|Czechoslovakia|7|||1964 Summer|Men's Free Pistol, 50 metres|Czechoslovakia|18||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Karel Kuhn||Male|||1915-09-14|||Czechoslovakia|Basketball|1936 Summer|Men's Basketball|Czechoslovakia|9T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Bedřiška Kulhavá (Müllerová-)||Female|"5'6"" (167 cm)"|137 lbs (62 kg)|1931-12-04||Spartak Ústí nad Labem, Ústí nad Labem (CZE)|Czechoslovakia|Athletics|1960 Summer|Women's 800 metres|Czechoslovakia|5 h3 r1/2||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
František Kundert||Male|||1891-07-28|||Czechoslovakia|Cycling|1912 Summer|Men's Road Race, Individual|Bohemia|AC||DNF (before Södertälje)|1912 Summer|Men's Road Race, Team|Bohemia|AC||DNF|1920 Summer|Men's Road Race, Individual|Czechoslovakia|39|||1920 Summer|Men's Road Race, Team|Czechoslovakia|9|||1924 Summer|Men's Road Race, Individual|Czechoslovakia|AC||DNF|1924 Summer|Men's Road Race, Team|Czechoslovakia|11||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Josef Kunt||Male|||1904-06-04|||Czechoslovakia|Fencing|1936 Summer|Men's Épée, Individual|Czechoslovakia|6 p4 r1/4|||1936 Summer|Men's Épée, Team|Czechoslovakia|3 p1 r2/4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"Margarete ""Grete"" Kunz (Friebelung-)"||Female|||1909-03-28|1991-06-05||Czechoslovakia|Art Competitions|1936 Summer|Mixed Painting, Unknown Event|Czechoslovakia|AC|||1936 Summer|Mixed Painting, Unknown Event|Czechoslovakia|AC|||1936 Summer|Mixed Painting, Unknown Event|Czechoslovakia|AC||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
František Kunzo||Male|"5'9"" (175 cm)"|154 lbs (70 kg)|1954-09-17||Dukla Banská Bystrica, Banská Bystrica (SVK)|Czechoslovakia|Football|1980 Summer|Men's Football|Czechoslovakia|1|Gold|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Pavel Kupka||Male|"6'0"" (183 cm)"|165 lbs (75 kg)|1946-04-21|||Czechoslovakia|Modern Pentathlon|1968 Summer|Men's Individual|Czechoslovakia|41||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
František Kůrka||Male|||1903-09-26|1952-06-19||Czechoslovakia|Water Polo|1924 Summer|Men's Water Polo|Czechoslovakia|6||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jan Kůrka||Male|"6'0"" (182 cm)"|172 lbs (78 kg)|1943-05-29||Dukla Praha, Praha (CZE)|Czechoslovakia|Shooting|1968 Summer|Mixed Free Rifle, Three Positions, 300 metres|Czechoslovakia|12|||1968 Summer|Mixed Small-Bore Rifle, Three Positions, 50 metres|Czechoslovakia|29|||1968 Summer|Mixed Small-Bore Rifle, Prone, 50 metres|Czechoslovakia|1|Gold|#NAME?||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Rudolf Kus||Male|||1915-02-23|2006-07-02||Czechoslovakia|Boxing|1936 Summer|Men's Heavyweight|Czechoslovakia|9T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Karl Kuthan||Male||||||Czechoslovakia|Art Competitions|1948 Summer|Mixed Architecture, Unknown Event|Czechoslovakia|AC||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Josef Kutheil||Male|"5'11"" (181 cm)"|159 lbs (72 kg)|1939-04-17||Dukla Liberec, Liberec (CZE)|Czechoslovakia|Nordic Combined|1964 Winter|Men's Individual|Czechoslovakia|21||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jana Kuťková (-Kovalovská)||Female|"5'7"" (170 cm)"|143 lbs (65 kg)|1951-02-14||Štart Bratislava, Bratislava (SVK)|Czechoslovakia|Handball|1980 Summer|Women's Handball|Czechoslovakia|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eva Kutová||Female|"5'8"" (173 cm)"|134 lbs (61 kg)|1935-05-15|||Czechoslovakia|Canoeing|1960 Summer|Women's Kayak Singles, 500 metres|Czechoslovakia|8|||1960 Summer|Women's Kayak Doubles, 500 metres|Czechoslovakia|8||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Dagmar Kuzmanová||Female|||1956-09-17|||Czechoslovakia|Alpine Skiing|1976 Winter|Women's Downhill|Czechoslovakia|32|||1976 Winter|Women's Giant Slalom|Czechoslovakia|9|||1976 Winter|Women's Slalom|Czechoslovakia|9||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Karel Kváček||Male|||1912-06-17|1986-07-23||Czechoslovakia|Wrestling|1936 Summer|Men's Featherweight, Freestyle|Czechoslovakia|AC||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Pavel Kvasil||Male|"5'9"" (175 cm)"|174 lbs (79 kg)|1939-06-27|||Czechoslovakia|Canoeing|1972 Summer|Men's Kayak Fours, 1,000 metres|Czechoslovakia|9||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Vladimír Kýhos||Male|"6'0"" (182 cm)"|181 lbs (82 kg)|1956-06-23||HC Litvínov, Litvínov (CZE)|Czechoslovakia|Ice Hockey|1984 Winter|Men's Ice Hockey|Czechoslovakia|2|Silver|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jiří Kyncl||Male|||1962-11-03||Telovýchovná Jednota Mars Svratka|Czechoslovakia|Speed Skating|1988 Winter|Men's 1,500 metres|Czechoslovakia|34|||1988 Winter|Men's 5,000 metres|Czechoslovakia|25|||1988 Winter|Men's 10,000 metres|Czechoslovakia|16|||1992 Winter|Men's 500 metres|Czechoslovakia|39|||1992 Winter|Men's 5,000 metres|Czechoslovakia|27|||1992 Winter|Men's 10,000 metres|Czechoslovakia|25||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jiří Kynos||Male|"5'9"" (176 cm)"|143 lbs (65 kg)|1943-03-24||Dukla Praha, Praha (CZE)|Czechoslovakia|Athletics|1972 Summer|Men's 200 metres|Czechoslovakia|5 h2 r3/4|||1972 Summer|Men's 4 × 100 metres Relay|Czechoslovakia|4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Alena Kyselicová (-Nejzlíková)||Female|"5'5"" (165 cm)"|130 lbs (59 kg)|1957-11-14||Slavia Praha, Praha (CZE)|Czechoslovakia|Hockey|1980 Summer|Women's Hockey|Czechoslovakia|2|Silver|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Milan Kyselý||Male|"6'2"" (187 cm)"|183 lbs (83 kg)|1955-03-16|||Czechoslovakia|Rowing|1980 Summer|Men's Coxed Eights|Czechoslovakia|4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Svatava Kysilková||Female|"5'11"" (180 cm)"|161 lbs (73 kg)|1964-12-29|||Czechoslovakia|Basketball|1988 Summer|Women's Basketball|Czechoslovakia|8||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jana Labáková (-Valachová)||Female|"4'5"" (135 cm)"|75 lbs (34 kg)|1966-01-26|||Czechoslovakia|Gymnastics|1980 Summer|Women's Individual All-Around|Czechoslovakia|11|||1980 Summer|Women's Team All-Around|Czechoslovakia|4|||1980 Summer|Women's Floor Exercise|Czechoslovakia|6|||1980 Summer|Women's Horse Vault|Czechoslovakia|12T  QR|||1980 Summer|Women's Uneven Bars|Czechoslovakia|27T  QR|||1980 Summer|Women's Balance Beam|Czechoslovakia|22 QR||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Vladek Lacina||Male|"6'3"" (190 cm)"|201 lbs (91 kg)|1949-06-25|||Czechoslovakia|Rowing|1972 Summer|Men's Double Sculls|Czechoslovakia|6|||1976 Summer|Men's Quadruple Sculls|Czechoslovakia|3|Bronze||1980 Summer|Men's Single Sculls|Czechoslovakia|4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eva Lacinová||Female|"5'9"" (174 cm)"|137 lbs (62 kg)|1971-10-03||Spoje Praha/ČKD Kompresory/Meteor Praha|Czechoslovakia|Badminton|1992 Summer|Women's Singles|Czechoslovakia|33T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Vincent Lafko||Male|"6'1"" (186 cm)"|201 lbs (91 kg)|1945-06-07|2012-12-15|Tatran Prešov, Prešov (SVK)|Czechoslovakia|Handball|1972 Summer|Men's Handball|Czechoslovakia|2|Silver|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jana Lahodová (-Vudmasková)||Female|"5'2"" (157 cm)"|143 lbs (65 kg)|1957-06-04|2010-10-15|Slavia Praha, Praha (CZE)|Czechoslovakia|Hockey|1980 Summer|Women's Hockey|Czechoslovakia|2|Silver|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Miroslav Laholík||Male|"6'1"" (185 cm)"|185 lbs (84 kg)|1952-08-28|||Czechoslovakia|Rowing|1976 Summer|Men's Double Sculls|Czechoslovakia|10||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Johann Lahr||Male|||1913-01-21|||Czechoslovakia|Ski Jumping|1936 Winter|Men's Normal Hill, Individual|Czechoslovakia|32|||1936 Winter|Men's Individual|Czechoslovakia|9||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Vítězslav Lahr||Male|||1929-07-15||Jiskra Mseno|Czechoslovakia|Nordic Combined|1956 Winter|Men's Individual|Czechoslovakia|12||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Zuzana Lajbnerová (-Valentová)||Female|"5'10"" (177 cm)"|163 lbs (74 kg)|1963-05-20||VŠ Praha, Praha (CZE)|Czechoslovakia|Athletics|1988 Summer|Women's Heptathlon|Czechoslovakia|9||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Petr Lakomý||Male|"5'10"" (178 cm)"|183 lbs (83 kg)|1951-04-10|||Czechoslovakia|Rowing|1972 Summer|Men's Coxless Pairs|Czechoslovakia|4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jiří Lála||Male|"5'10"" (178 cm)"|181 lbs (82 kg)|1959-08-21||HC České Budějovice, České Budějovice (CZE)|Czechoslovakia|Ice Hockey|1984 Winter|Men's Ice Hockey|Czechoslovakia|2|Silver||1988 Winter|Men's Ice Hockey|Czechoslovakia|6||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Katarína Lamrichová (-Beňušková)||Female|"5'5"" (165 cm)"|150 lbs (68 kg)|1956-10-21||Iskra Partizánske, Partizánske (SVK)|Czechoslovakia|Handball|1980 Summer|Women's Handball|Czechoslovakia|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Václav Lanča||Male|"6'6"" (197 cm)"|207 lbs (94 kg)|1966-08-14||BM Valladolid, Valladolid (ESP)|Czechoslovakia|Handball|1992 Summer|Men's Handball|Czechoslovakia|9||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Václav Lancinger||Male||||||Czechoslovakia|Water Polo|1920 Summer|Men's Water Polo|Czechoslovakia|11T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Antonín Landa||Male|||1899-05-02|1968-04-08||Czechoslovakia|Art Competitions|1932 Summer|Mixed Painting, Unknown Event|Czechoslovakia|AC|||1932 Summer|Mixed Painting, Unknown Event|Czechoslovakia|AC|||1932 Summer|Mixed Painting, Unknown Event|Czechoslovakia|AC|||1932 Summer|Mixed Painting, Unknown Event|Czechoslovakia|AC|||1932 Summer|Mixed Painting, Unknown Event|Czechoslovakia|AC|||1932 Summer|Mixed Painting, Unknown Event|Czechoslovakia|AC|||1932 Summer|Mixed Painting, Unknown Event|Czechoslovakia|AC|||1932 Summer|Mixed Painting, Unknown Event|Czechoslovakia|AC||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Karel Lang||Male|"5'9"" (175 cm)"|165 lbs (75 kg)|1958-06-09||Kometa Brno, Brno (CZE)|Czechoslovakia|Ice Hockey|1980 Winter|Men's Ice Hockey|Czechoslovakia|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Walther Langer||Male|||1899|1955-10-27||Czechoslovakia|Figure Skating|1932 Winter|Men's Singles|Czechoslovakia|10||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jiří Lanský||Male|"6'3"" (190 cm)"|194 lbs (88 kg)|1933-09-17||Bohemians Praha, Praha (CZE)|Czechoslovakia|Athletics|1960 Summer|Men's High Jump|Czechoslovakia|7T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Josef Lanzendörfer||Male|||1907-03-24|||Czechoslovakia|Bobsleigh|1936 Winter|Men's Two|Czechoslovakia-1|20|||1936 Winter|Men's Four|Czechoslovakia-1|AC||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eva Lauermanová (Vašiková-)||Female|||1931-03-14|||Czechoslovakia|Cross Country Skiing|1956 Winter|Women's 10 kilometres|Czechoslovakia|14T |||1956 Winter|Women's 3 × 5 kilometres Relay|Czechoslovakia|6||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Viktor Legát||Male|||1905|||Czechoslovakia|Swimming|1924 Summer|Men's 100 metres Freestyle|Czechoslovakia|3 h3 r1/3|||1924 Summer|Men's 4 × 200 metres Freestyle Relay|Czechoslovakia|3 h3 r1/3|||1924 Summer|Men's 100 metres Backstroke|Czechoslovakia|3 h5 r1/3||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eva Lehocká-Glesková||Female|"5'5"" (165 cm)"|130 lbs (59 kg)|1943-07-26||Slávia Bratislava, Bratislava (SVK) / Inter Bratislava, Bratislava (SVK)|Czechoslovakia|Athletics|1964 Summer|Women's 100 metres|Czechoslovakia|7 h1 r3/4|||1964 Summer|Women's 200 metres|Czechoslovakia|6 h1 r2/3|||1968 Summer|Women's 100 metres|Czechoslovakia|6 h2 r3/4|||1968 Summer|Women's 200 metres|Czechoslovakia|5 h1 r1/3|||1972 Summer|Women's 100 metres|Czechoslovakia|8||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
František Leikert|Franz|Male|||1914-05-06|||Czechoslovakia|Diving|1936 Summer|Men's Springboard|Czechoslovakia|9|||1936 Summer|Men's Platform|Czechoslovakia|16||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
