jmeno|prezdivka|pohlavi|vyska|vaha|narozeni|umrti|klub|stat|sport|hry1|udalost1|tym1|poradi1|medaile1|detail1|hry2|udalost2|tym2|poradi2|medaile2|detail2|hry3|udalost3|tym3|poradi3|medaile3|detail3|hry4|udalost4|tym4|poradi4|medaile4|detail4|hry5|udalost5|tym5|poradi5|medaile5|detail5|hry6|udalost6|tym6|poradi6|medaile6|detail6|hry7|udalost7|tym7|poradi7|medaile7|detail7|hry8|udalost8|tym8|poradi8|medaile8|detail8|hry9|udalost9|tym9|poradi9|medaile9|detail9|hry10|udalost10|tym10|poradi10|medaile10|detail10|hry11|udalost11|tym11|poradi11|medaile11|detail11|hry12|udalost12|tym12|poradi12|medaile12|detail12|hry13|udalost13|tym13|poradi13|medaile13|detail13|hry14|udalost14|tym14|poradi14|medaile14|detail14|hry15|udalost15|tym15|poradi15|medaile15|detail15|hry16|udalost16|tym16|poradi16|medaile16|detail16|hry17|udalost17|tym17|poradi17|medaile17|detail17|hry18|udalost18|tym18|poradi18|medaile18|detail18|hry19|udalost19|tym19|poradi19|medaile19|detail19|hry20|udalost20|tym20|poradi20|medaile20|detail20|hry21|udalost21|tym21|poradi21|medaile21|detail21|hry22|udalost22|tym22|poradi22|medaile22|detail22|hry23|udalost23|tym23|poradi23|medaile23|detail23|hry24|udalost24|tym24|poradi24
Lucie Hrstková||Female|"5'4"" (163 cm)"|139 lbs (63 kg)|1981-07-16||Dukla Liberec, Liberec (CZE)|Czech Republic|Alpine Skiing|1998 Winter|Women's Downhill|Czech Republic|31|||1998 Winter|Women's Super G|Czech Republic|35|||1998 Winter|Women's Giant Slalom|Czech Republic|AC||DNF|1998 Winter|Women's Slalom|Czech Republic|AC||DNF|1998 Winter|Women's Combined|Czech Republic|15|||2002 Winter|Women's Super G|Czech Republic|25|||2002 Winter|Women's Giant Slalom|Czech Republic|AC||DNF|2002 Winter|Women's Slalom|Czech Republic|AC||DNF|2002 Winter|Women's Combined|Czech Republic|AC||DNF|2006 Winter|Women's Super G|Czech Republic|36|||2006 Winter|Women's Giant Slalom|Czech Republic|AC||DNF|2006 Winter|Women's Slalom|Czech Republic|AC||DNF|2006 Winter|Women's Combined|Czech Republic|22||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Petr Hruška||Male|"6'4"" (192 cm)"|185 lbs (84 kg)|1971-08-30||TJ Ostrožská NV/SVS/Dukla Praha|Czech Republic|Canoeing|1992 Summer|Men's Kayak Doubles, 1,000 metres|Czechoslovakia|7|||1996 Summer|Men's Kayak Doubles, 1,000 metres|Czech Republic|7 h1r3/4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martina Hudcová||Female|"5'8"" (173 cm)"|143 lbs (65 kg)|1966-03-26|||Czech Republic|Beach Volleyball|2000 Summer|Women's Beach Volleyball|Czech Republic-2|19T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tereza Huřiková||Female|"5'9"" (176 cm)"|123 lbs (56 kg)|1987-02-11||Česká Spořitelna MTB|Czech Republic|Cycling|2008 Summer|Women's Mountainbike, Cross-Country|Czech Republic|AC||DNF (lap 1)||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lenka Hyková-Marušková||Female|"5'9"" (175 cm)"|183 lbs (83 kg)|1985-02-02||Dukla Plzeň|Czech Republic|Shooting|2004 Summer|Women's Air Pistol, 10 metres|Czech Republic|16T |||2004 Summer|Women's Sporting Pistol, 25 metres|Czech Republic|2|Silver||2008 Summer|Women's Air Pistol, 10 metres|Czech Republic|26|||2008 Summer|Women's Sporting Pistol, 25 metres|Czech Republic|20|||2012 Summer|Women's Air Pistol, 10 metres|Czech Republic|8|||2012 Summer|Women's Sporting Pistol, 25 metres|Czech Republic|13||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jakub Hyman||Male|"5'11"" (181 cm)"|176 lbs (80 kg)|1984-04-16||Dukla Liberec, Liberec (CZE)|Czech Republic|Luge|2006 Winter|Men's Singles|Czech Republic|27|||2010 Winter|Men's Singles|Czech Republic|28||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ondřej Hyman||Male|"6'2"" (189 cm)"|181 lbs (82 kg)|1986-02-25||TJ Saně Smržovka|Czech Republic|Luge|2010 Winter|Men's Singles|Czech Republic|25||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Petr Imre||Male|"6'5"" (195 cm)"|209 lbs (95 kg)|1975-07-17||Dukla Praha, Praha (CZE)|Czech Republic|Rowing|2004 Summer|Men's Coxless Pairs|Czech Republic|3 h1 r2/4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tomáš Indruch||Male|"6'1"" (186 cm)"|176 lbs (80 kg)|1976-05-10||Dukla Brandýs nad Labem|Czech Republic|Canoeing|2000 Summer|Men's Canadian Singles, Slalom|Czech Republic|13 QR|||2004 Summer|Men's Canadian Singles, Slalom|Czech Republic|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jaromír Jágr||Male|"6'3"" (191 cm)"|203 lbs (92 kg)|1972-02-15||Washington Capitals, Washington (USA) / New York Rangers, New York (USA) / Pittsburgh Penguins, Pittsburgh (USA) / Avangard Omsk, Omsk (RUS)|Czech Republic|Ice Hockey|1998 Winter|Men's Ice Hockey|Czech Republic|1|Gold||2002 Winter|Men's Ice Hockey|Czech Republic|5T |||2006 Winter|Men's Ice Hockey|Czech Republic|3|Bronze||2010 Winter|Men's Ice Hockey|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Petr Jákl||Male|"6'5"" (195 cm)"|247 lbs (112 kg)|1973-09-14|||Czech Republic|Judo|2000 Summer|Men's Heavyweight|Czech Republic|AC||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin Jakš||Male|"6'1"" (185 cm)"|165 lbs (75 kg)|1986-09-06||Dukla Liberec, Liberec (CZE)|Czech Republic|Cross Country Skiing|2010 Winter|Men's 15 kilometres|Czech Republic|29T |||2010 Winter|Men's 30 km Skiathlon|Czech Republic|27|||2010 Winter|Men's 4 × 10 kilometres Relay|Czech Republic|3|Bronze|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Štěpán Janáček||Male|"6'2"" (188 cm)"|176 lbs (80 kg)|1977-06-12||Dukla Praha, Praha (CZE)|Czech Republic|Athletics|2000 Summer|Men's Pole Vault|Czech Republic|14 QR|||2004 Summer|Men's Pole Vault|Czech Republic|28T  QR|||2008 Summer|Men's Pole Vault|Czech Republic|30T  QR||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jitka Janáčková||Female|"5'7"" (170 cm)"|150 lbs (68 kg)|1973-05-22||TJ Elitex Jablonec/VŠ Praha|Czech Republic|Canoeing|1992 Summer|Women's Kayak Doubles, 500 metres|Czechoslovakia|6 h2r2/3|||1992 Summer|Women's Kayak Fours, 500 metres|Czechoslovakia|3 h2r2/3|||1996 Summer|Women's Kayak Doubles, 500 metres|Czech Republic|7 h2r3/4|||1996 Summer|Women's Kayak Fours, 500 metres|Czech Republic|5 h1r2/3||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jakub Janda||Male|"5'10"" (178 cm)"|132 lbs (60 kg)|1978-04-27||Dukla Frenštát PR / Dukla Liberec|Czech Republic|Ski Jumping|2002 Winter|Men's Normal Hill, Individual|Czech Republic|39|||2002 Winter|Men's Large Hill, Individual|Czech Republic|44|||2002 Winter|Men's Large Hill, Team|Czech Republic|12|||2006 Winter|Men's Normal Hill, Individual|Czech Republic|13T |||2006 Winter|Men's Large Hill, Individual|Czech Republic|10|||2006 Winter|Men's Large Hill, Team|Czech Republic|9|||2010 Winter|Men's Normal Hill, Individual|Czech Republic|14|||2010 Winter|Men's Large Hill, Individual|Czech Republic|17|||2010 Winter|Men's Large Hill, Team|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Pavel Janda||Male|"5'11"" (180 cm)"|161 lbs (73 kg)|1976-08-18|||Czech Republic|Canoeing|1996 Summer|Men's Canadian Singles, Slalom|Czech Republic|20||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"Ivana ""Iva"" Janečková"||Female|"5'2"" (158 cm)"|119 lbs (54 kg)|1984-03-08||SKP Jablonex, Jablonec nad Nisou (CZE)|Czech Republic|Cross Country Skiing|2006 Winter|Women's 30 kilometres|Czech Republic|27|||2006 Winter|Women's 15 km Skiathlon|Czech Republic|23|||2006 Winter|Women's 4 × 5 kilometres Relay|Czech Republic|6|||2010 Winter|Women's 10 kilometres|Czech Republic|32|||2010 Winter|Women's 30 kilometres|Czech Republic|40|||2010 Winter|Women's 4 × 5 kilometres Relay|Czech Republic|12||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Otakar Janecký||Male|"5'11"" (180 cm)"|183 lbs (83 kg)|1960-12-26||Jokerit, Helsinki (FIN)|Czech Republic|Ice Hockey|1992 Winter|Men's Ice Hockey|Czechoslovakia|3|Bronze||1994 Winter|Men's Ice Hockey|Czech Republic|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tomáš Janků||Male|"6'3"" (191 cm)"|165 lbs (75 kg)|1974-12-27||Dukla Praha, Praha (CZE)|Czech Republic|Athletics|1996 Summer|Men's High Jump|Czech Republic|14|||2004 Summer|Men's High Jump|Czech Republic|30 QR|||2008 Summer|Men's High Jump|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Marek Jankulovski||Male|"6'0"" (182 cm)"|174 lbs (79 kg)|1977-05-09||Baník Ostrava, Ostrava (CZE)|Czech Republic|Football|2000 Summer|Men's Football|Czech Republic|14||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Miroslav Januš||Male|"6'0"" (183 cm)"|176 lbs (80 kg)|1972-08-09||Dukla Plzeň|Czech Republic|Shooting|1992 Summer|Men's Running Target, 10 metres|Czechoslovakia|9|||1996 Summer|Men's Running Target, 10 metres|Czech Republic|3|Bronze||2000 Summer|Men's Running Target, 10 metres|Czech Republic|8|||2004 Summer|Men's Running Target, 10 metres|Czech Republic|15||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Roman Ječmínek||Male|"6'1"" (186 cm)"|187 lbs (85 kg)|1967-05-12||VŠ Praha/AS Dukla Olomouc|Czech Republic|Fencing|1992 Summer|Men's Épée, Individual|Czechoslovakia|35|||1992 Summer|Men's Épée, Team|Czechoslovakia|9|||1996 Summer|Men's Épée, Individual|Czech Republic|37||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jiří Jedlička||Male|"6'2"" (187 cm)"|179 lbs (81 kg)|1987-02-05||SC PA Pardubice|Czech Republic|Swimming|2008 Summer|Men's 100 metres Breaststroke|Czech Republic|29|||2008 Summer|Men's 200 metres Breaststroke|Czech Republic|39||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tomáš Jeřábek||Male|"6'0"" (183 cm)"|179 lbs (81 kg)|1973-06-11||ŠKP Rapid Plzeň, Plzeň (CZE)|Czech Republic|Shooting|2004 Summer|Men's Small-Bore Rifle, Three Positions, 50 metres|Czech Republic|24T |||2004 Summer|Men's Small-Bore Rifle, Prone, 50 metres|Czech Republic|24T |||2008 Summer|Men's Small-Bore Rifle, Prone, 50 metres|Czech Republic|46||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Markéta Jeriová||Female|"5'8"" (172 cm)"|154 lbs (70 kg)|1976-06-10||Tělovýchovná Jednota Klášterec nad Ohří/Dukla Liberec|Czech Republic|Luge|2002 Winter|Women's Singles|Czech Republic|19|||2006 Winter|Women's Singles|Czech Republic|AC||DNF||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
František Jež||Male|"5'9"" (176 cm)"|139 lbs (63 kg)|1970-12-16||Dukla Banská Bystrica, Banská Bystrica (SVK) / Dukla Liberec, Liberec (CZE)|Czech Republic|Ski Jumping|1992 Winter|Men's Normal Hill, Individual|Czechoslovakia|23|||1992 Winter|Men's Large Hill, Individual|Czechoslovakia|13|||1992 Winter|Men's Large Hill, Team|Czechoslovakia|3|Bronze||1998 Winter|Men's Normal Hill, Individual|Czech Republic|24|||1998 Winter|Men's Large Hill, Individual|Czech Republic|24|||1998 Winter|Men's Large Hill, Team|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jaromír Ježek||Male|"6'0"" (182 cm)"|161 lbs (73 kg)|1986-11-13||TJ Sokol Hradec Králové, Hradec Králové (CZE)|Czech Republic|Judo|2008 Summer|Men's Lightweight|Czech Republic|21T |||2012 Summer|Men's Lightweight|Czech Republic|8T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stanislav Ježek||Male|"6'1"" (185 cm)"|148 lbs (67 kg)|1976-11-21||USK Praha, Praha (CZE)|Czech Republic|Canoeing|2008 Summer|Men's Canadian Singles, Slalom|Czech Republic|5|||2012 Summer|Men's Canadian Singles, Slalom|Czech Republic|5|||2012 Summer|Men's Canadian Doubles, Slalom|Czech Republic-2|9||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Luboš Jíra||Male|"6'3"" (190 cm)"|185 lbs (84 kg)|1990-04-02||SK Reál Klášterec nad Ohří|Czech Republic|Luge|2010 Winter|Mixed (Men)'s Doubles|Czech Republic|18||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Marek Jiras||Male|"5'7"" (170 cm)"|132 lbs (60 kg)|1978-08-18||USK Praha, Praha (CZE)|Czech Republic|Canoeing|2000 Summer|Men's Canadian Doubles, Slalom|Czech Republic|3|Bronze||2004 Summer|Men's Canadian Doubles, Slalom|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
David Jirka||Male|"6'3"" (190 cm)"|198 lbs (90 kg)|1982-01-04||Dukla Praha, Praha (CZE)|Czech Republic|Rowing|2004 Summer|Men's Quadruple Sculls|Czech Republic|2|Silver||2008 Summer|Men's Quadruple Sculls|Czech Republic|10||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Stanislav Jirkal||Male|"6'0"" (182 cm)"|198 lbs (90 kg)|1955-11-15|||Czech Republic|Shooting|1992 Summer|Men's Air Pistol, 10 metres|Czechoslovakia|10|||1992 Summer|Men's Free Pistol, 50 metres|Czechoslovakia|22T |||1996 Summer|Men's Air Pistol, 10 metres|Czech Republic|39T |||1996 Summer|Men's Free Pistol, 50 metres|Czech Republic|15||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Pavlína Jobánková||Female|"5'9"" (174 cm)"|137 lbs (62 kg)|1973-12-03||SKK Drahelice, VŠ Praha|Czech Republic|Canoeing|1992 Summer|Women's Kayak Doubles, 500 metres|Czechoslovakia|6 h2r2/3|||1992 Summer|Women's Kayak Fours, 500 metres|Czechoslovakia|3 h2r2/3|||1996 Summer|Women's Kayak Singles, 500 metres|Czech Republic|7 h1r2/4|||1996 Summer|Women's Kayak Doubles, 500 metres|Czech Republic|7 h2r3/4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
František Kaberle||Male|"6'0"" (184 cm)"|185 lbs (84 kg)|1973-11-08||Carolina Hurricanes, Raleigh (USA)|Czech Republic|Ice Hockey|2006 Winter|Men's Ice Hockey|Czech Republic|3|Bronze|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tomáš Kaberle||Male|"6'2"" (188 cm)"|203 lbs (92 kg)|1978-03-02||Toronto Maple Leafs, Toronto (CAN)|Czech Republic|Ice Hockey|2002 Winter|Men's Ice Hockey|Czech Republic|5T |||2006 Winter|Men's Ice Hockey|Czech Republic|3|Bronze||2010 Winter|Men's Ice Hockey|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Drahomír Kadlec||Male|"5'11"" (181 cm)"|190 lbs (86 kg)|1965-11-29||ESV Kaufbeuren, Kaufbeuren (GER)|Czech Republic|Ice Hockey|1992 Winter|Men's Ice Hockey|Czechoslovakia|3|Bronze||1994 Winter|Men's Ice Hockey|Czech Republic|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Milan Kadlec||Male|"5'10"" (179 cm)"|157 lbs (71 kg)|1974-10-13||Vini Caldirola, (ITA) / Dukla Praha, Praha (CZE)|Czech Republic|Cycling|2004 Summer|Men's Points Race|Czech Republic|5|||2004 Summer|Men's Madison|Czech Republic|13|||2008 Summer|Men's Points Race|Czech Republic|9|||2008 Summer|Men's Madison|Czech Republic|13||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Alexandra Kalinovská||Female|"5'9"" (175 cm)"|128 lbs (58 kg)|1974-03-14||Dukla Praha, Praha (CZE)|Czech Republic|Modern Pentathlon|2004 Summer|Women's Individual|Czech Republic|26||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Pavla Kalná||Female|"5'8"" (172 cm)"|209 lbs (95 kg)|1982-11-14||ŠKP Rapid Plzeň, Plzeň (CZE)|Czech Republic|Shooting|2008 Summer|Women's Air Rifle, 10 metres|Czech Republic|31||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Alois Kaňkovský||Male|"6'4"" (193 cm)"|183 lbs (83 kg)|1983-07-19||ASO Dukla Brno|Czech Republic|Cycling|2004 Summer|Men's Sprint|Czech Republic|3 h2 r2/7|||2004 Summer|Men's 1,000 metres Time Trial|Czech Republic|10|||2008 Summer|Men's Madison|Czech Republic|13||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tomáš Kapusta||Male|"6'0"" (182 cm)"|190 lbs (86 kg)|1967-02-23||HPK, Hämeenlinna (FIN)|Czech Republic|Ice Hockey|1994 Winter|Men's Ice Hockey|Czech Republic|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tomáš Karas||Male|"6'7"" (200 cm)"|214 lbs (97 kg)|1975-05-16||Dukla Praha, Praha (CZE)|Czech Republic|Rowing|2004 Summer|Men's Quadruple Sculls|Czech Republic|2|Silver|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Šárka Kašpárková||Female|"6'1"" (186 cm)"|154 lbs (70 kg)|1971-05-20||ACC Brno, Brno (CZE) / USK Praha, Praha (CZE)|Czech Republic|Athletics|1992 Summer|Women's High Jump|Czechoslovakia|25T  QR|||1996 Summer|Women's Triple Jump|Czech Republic|3|Bronze|OR|2000 Summer|Women's Triple Jump|Czech Republic|12|||2004 Summer|Women's Triple Jump|Czech Republic|26 QR||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Kamil Kašťák||Male|"5'10"" (178 cm)"|172 lbs (78 kg)|1966-05-08||Rauman Lukko, Rauma (FIN)|Czech Republic|Ice Hockey|1992 Winter|Men's Ice Hockey|Czechoslovakia|3|Bronze||1994 Winter|Men's Ice Hockey|Czech Republic|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sandra Kazíková||Female|"5'6"" (167 cm)"|123 lbs (56 kg)|1976-07-13||Slavia VŠ Plzeň|Czech Republic|Swimming|2004 Summer|Women's 50 metres Freestyle|Czech Republic|25|||2004 Summer|Women's 4 × 100 metres Freestyle Relay|Czech Republic|13|||2008 Summer|Women's 50 metres Freestyle|Czech Republic|29||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Pavel Kelemen||Male|"6'2"" (187 cm)"|172 lbs (78 kg)|1991-05-28|||Czech Republic|Cycling|2012 Summer|Men's Sprint|Czech Republic|10||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Matyáš Klang||Male|"6'2"" (187 cm)"|205 lbs (93 kg)|1991-06-07||Dukla Praha, Praha (CZE)|Czech Republic|Rowing|2012 Summer|Men's Coxless Fours|Czech Republic|13||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Hana Klapalová||Female|"6'0"" (183 cm)"|168 lbs (76 kg)|1982-03-29|||Czech Republic|Beach Volleyball|2012 Summer|Women's Beach Volleyball|Czech Republic-2|17T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jarmila Klimešová||Female|"5'8"" (173 cm)"|170 lbs (77 kg)|1981-02-09||PSK Olymp Praha, Praha (CZE)|Czech Republic|Athletics|2004 Summer|Women's Javelin Throw|Czech Republic|25 QR|||2008 Summer|Women's Javelin Throw|Czech Republic|21 QR|||2012 Summer|Women's Javelin Throw|Czech Republic|14||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Zuzana Klimešová||Female|"6'2"" (187 cm)"|176 lbs (80 kg)|1979-01-21||Asteras Exarchion Athens, GRE|Czech Republic|Basketball|2004 Summer|Women's Basketball|Czech Republic|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Petra Klosová||Female|"6'3"" (191 cm)"|174 lbs (79 kg)|1986-04-16||Klub vodních sportů Kopřivnice|Czech Republic|Swimming|2004 Summer|Women's 4 × 100 metres Freestyle Relay|Czech Republic|13|||2008 Summer|Women's 100 metres Backstroke|Czech Republic|39||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Eliška Klučinová||Female|"5'10"" (178 cm)"|152 lbs (69 kg)|1988-04-14|||Czech Republic|Athletics|2012 Summer|Women's Heptathlon|Czech Republic|18||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jana Klusáčková||Female|"6'2"" (189 cm)"|150 lbs (68 kg)|1977-10-29||PKHK Hradec Králové|Czech Republic|Swimming|2004 Summer|Women's 100 metres Freestyle|Czech Republic|23|||2004 Summer|Women's 200 metres Freestyle|Czech Republic|33|||2004 Summer|Women's 4 × 100 metres Freestyle Relay|Czech Republic|13|||2008 Summer|Women's 100 metres Freestyle|Czech Republic|31||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
"Miroslava ""Mirka"" Knapková"||Female|"5'11"" (181 cm)"|152 lbs (69 kg)|1980-09-19||VK Slavia Praha|Czech Republic|Rowing|2004 Summer|Women's Single Sculls|Czech Republic|4|||2008 Summer|Women's Single Sculls|Czech Republic|5|||2008 Summer|Women's Double Sculls|Czech Republic|6|||2012 Summer|Women's Single Sculls|Czech Republic|1|Gold|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
